checkpoint_id,checkpoint_name,checkpoint_slug,checkpoint_type,checkpoint_pattern,status,status_description,is_functional,is_published,working_time,latitude,longitude,address,subject_name,federal_district,foreign_country,foreign_checkpoint,transport_corridor,checkpoint_note,near_checkpoint_condition,checkpoint_working_mode_id,checkpoint_direction_id,branch_name,branch_phone,branch_email,branch_address,branch_working_time,branch_slug,source,confidence_level,last_updated
326,Тёткино (Рыжевка),325,Автомобильный пункт пропуска,Грузо-пассажирский,Двусторонний,"для пересечения государственной границы Российской Федерации гражданами, в том числе в упрощенном порядке, и транспортными средствами Российской Федерации и сопредельного государства, а также для перемещения через государственную границу Российской Федерации грузов, товаров и животных только Российской Федерации и сопредельного государства",True,True,Круглосуточно,51.24413,34.298117,"Курская область, Глушковский район, 3 км от п. Теткино, автодорога «Глушково - Белополье»",Курская область,Центральный,Украина,Рыжевка,Северо-Запад,,0,3,6,Брянский филиал,+7(483)258-75-51,mail@rosgranstroy.ru,"241000, Брянская область, г. Брянск, Советский район, пер. Канатный, д. 5",Порядок приема граждан   — директор филиала  каждый понедельник с 15.00 до 17.30;  — заместитель директора – главный инженер каждый вторник с 16.00 до 17.30;   — начальник отдела по эксплуатации и обслуживанию  каждая среда с 16.00 до 17.30;  — начальник отдела по административной работе  каждый четверг с 16.00 до 17.30.,bryanskiy,https://rosgranstroy.ru/api/map_data,high,2026-02-16T12:53:57.000000Z
78,Глушково,77,Железнодорожный пункт пропуска,Грузо-пассажирский,Двусторонний,"для пересечения государственной границы Российской Федерации гражданами, в том числе в упрощенном порядке, и транспортными средствами Российской Федерации и сопредельного государства, а также для перемещения через государственную границу Российской Федерации грузов, товаров и животных только Российской Федерации и сопредельного государства",True,True,Круглосуточно,51.286303,34.731497,"307460, Курская область, Глушковский район, ст. Глушково",Курская область,Центральный,Украина,Волфино,Северо-Запад,,0,3,6,Брянский филиал,+7(483)258-75-51,mail@rosgranstroy.ru,"241000, Брянская область, г. Брянск, Советский район, пер. Канатный, д. 5",Порядок приема граждан   — директор филиала  каждый понедельник с 15.00 до 17.30;  — заместитель директора – главный инженер каждый вторник с 16.00 до 17.30;   — начальник отдела по эксплуатации и обслуживанию  каждая среда с 16.00 до 17.30;  — начальник отдела по административной работе  каждый четверг с 16.00 до 17.30.,bryanskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-19T13:13:03.000000Z
328,Тишанка,327,Автомобильный пункт пропуска,Грузо-пассажирский,Двусторонний,"для пересечения государственной границы Российской Федерации гражданами, в том числе в упрощенном порядке, и транспортными средствами Российской Федерации и сопредельного государства, а также для перемещения через государственную границу Российской Федерации грузов, товаров и животных только Российской Федерации и сопредельного государства",False,False,,50.391387,37.467621,не определен,Белгородская область,Центральный,Украина,Бударки,Запад,,0,3,2,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2025-08-01T07:32:21.000000Z
53,Вергелевка,52,Автомобильный пункт пропуска,Грузо-пассажирский,Двусторонний,"для пересечения государственной границы Российской Федерации гражданами, в том числе в упрощенном порядке, и транспортными средствами Российской Федерации и сопредельного государства, а также для перемещения через государственную границу Российской Федерации грузов, товаров и животных только Российской Федерации и сопредельного государства",False,False,,50.3108,36.5807,не определен,Белгородская область,Центральный,Украина,Пыльное,Запад,,0,2,2,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2025-08-01T07:27:30.000000Z
79,Головчино,78,Автомобильный пункт пропуска,Грузо-пассажирский,Двусторонний,"для пересечения государственной границы Российской Федерации гражданами, в том числе в упрощенном порядке, и транспортными средствами Российской Федерации и сопредельного государства, а также для перемещения через государственную границу Российской Федерации грузов, товаров и животных только Российской Федерации и сопредельного государства",False,False,,50.4348,35.8312,не определен,Белгородская область,Центральный,Украина,Ивашки,Запад,,0,2,2,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2025-08-01T07:28:16.000000Z
93,Долбино,92,Железнодорожный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",False,False,,50.7621,35.5521,не определен,Белгородская область,Центральный,Украина,Казачья Лопань,Запад,,0,3,2,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2025-08-01T07:32:53.000000Z
139,Колотиловка,138,Автомобильный пункт пропуска,Грузо-пассажирский,Двусторонний,"для пересечения государственной границы Российской Федерации гражданами, в том числе в упрощенном порядке, и транспортными средствами Российской Федерации и сопредельного государства, а также для перемещения через государственную границу Российской Федерации грузов, товаров и животных только Российской Федерации и сопредельного государства",True,True,Круглосуточно,50.813564,35.415016,"Белгородская область, Краснояружский район, с. Колотиловка, 2 км по автодороге Белгород-Сумы",Белгородская область,Центральный,Украина,Покровка,Северо-Запад,,0,3,6,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-16T13:21:16.000000Z
116,Илек-Пеньковка,115,Железнодорожный пункт пропуска,Грузо-пассажирский,Двусторонний,"для пересечения государственной границы Российской Федерации гражданами, в том числе в упрощенном порядке, и транспортными средствами Российской Федерации и сопредельного государства, а также для перемещения через государственную границу Российской Федерации грузов, товаров и животных только Российской Федерации и сопредельного государства",True,True,"На выездной основе, в соответствии с графиком движения поездов международного сообщения",50.751077,35.539322,"Белгородская область, Краснояружский район, остановочный пункт Илек-Пеньковка",Белгородская область,Центральный,Украина,Пушкарное,Северо-Запад,,0,3,6,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-16T13:45:40.000000Z
207,Нежеголь,206,Железнодорожный пункт пропуска,Грузо-пассажирский,Двусторонний,"для пересечения государственной границы Российской Федерации гражданами, в том числе в упрощенном порядке, и транспортными средствами Российской Федерации и сопредельного государства, а также для перемещения через государственную границу Российской Федерации грузов, товаров и животных только Российской Федерации и сопредельного государства",True,True,Согласно графику движения поездов международного сообщения,50.372308,36.850314,"Белгородская область, Шебекинский район, ул. Нежегольское шоссе 42, станция Нежеголь",Белгородская область,Центральный,Украина,Волчанск,Северо-Запад,,0,3,6,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2026-02-25T13:32:52.000000Z
369,Шебекино,368,Автомобильный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,50.352158,36.922684,"Белгородская область, Шебекинский район,  в границах Новотаволжанского сельского поселения",Белгородская область,Центральный,Украина,Плетеновка,Северо-Запад,,0,3,6,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-26T13:35:50.000000Z
50,Валуйки,49,Железнодорожный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,50.200012,38.120155,"Белгородская область, г. Валуйки, железнодорожная станция Валуйки, пл. Привокзальная, д. 1",Белгородская область,Центральный,,Тополи,Северо-Запад,,0,3,6,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-23T14:40:17.000000Z
276,Ровеньки,275,Автомобильный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,49.806705,38.959084,"Россия, Белгородская область, Ровеньской район, в границах ООО «Правоторово» (бывший СПК (колхоз) «Новая жизнь», АО «Серебрянка»), граничит с юга с землями Украины, с запада - таможенный пост «Ровеньки-Танюшевка»)",Белгородская область,Центральный,,Танюшевка,Северо-Запад,,0,3,6,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2026-02-16T13:00:41.000000Z
29,Белгород,28,Воздушный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,50.645132,36.570298,"г. Белгород, пр-кт. Б - Хмельницкого, д. 166",Белгородская область,Центральный,,,Не является признаком отнесения к МТК,,0,3,1,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-25T13:49:42.000000Z
54,Вериговка,53,Автомобильный пункт пропуска,Грузо-пассажирский,Двусторонний,"для пересечения государственной границы Российской Федерации гражданами, в том числе в упрощенном порядке, и транспортными средствами Российской Федерации и сопредельного государства, а также для перемещения через государственную границу Российской Федерации грузов, товаров и животных только Российской Федерации и сопредельного государства",True,True,Круглосуточно,50.197641,37.638937,"Белгородская область, Валуйский район, на юго-западной окраине с. Вериговка, на 45 км автодороги ""Валуйки - Приколотное""",Белгородская область,Центральный,Украина,Чугуновка,Северо-Запад,,0,3,6,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-23T14:36:09.000000Z
80,Головчино,79,Железнодорожный пункт пропуска,Грузо-пассажирский,Двусторонний,"для пересечения государственной границы Российской Федерации гражданами, в том числе в упрощенном порядке, и транспортными средствами Российской Федерации и сопредельного государства, а также для перемещения через государственную границу Российской Федерации грузов, товаров и животных только Российской Федерации и сопредельного государства",True,True,Согласно графику движения поездов международного сообщения,50.511166,35.825004,"Белгородская область, Грайворонский район, ул. Привокзальная, д. 2а, станция Хотмыжск",Белгородская область,Центральный,Украина,Одноробовка,Северо-Запад,,0,3,6,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-19T13:12:06.000000Z
28,Белгород,27,Железнодорожный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,50.593234,36.605675,"308001, Белгородская область, г. Белгород, ул. Вокзальная, д.1, станция Белгород",Белгородская область,Центральный,Украина,"Казачья Лопань, Харьков-Пассажирски",Северо-Запад,,0,1,6,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-25T13:50:52.000000Z
163,Логачевка,162,Автомобильный пункт пропуска,Грузо-пассажирский,Двусторонний,"для пересечения государственной границы Российской Федерации гражданами, в том числе в упрощенном порядке, и транспортными средствами Российской Федерации и сопредельного государства, а также для перемещения через государственную границу Российской Федерации грузов, товаров и животных только Российской Федерации и сопредельного государства",True,True,Круглосуточно,49.999964,37.951784,"Россия, Белгородская область, Валуйский район, расположен на 28 км. автодороги Валуйки-Купянск, на юго-западной окраине с.Логачевка",Белгородская область,Центральный,Украина,Пески,Северо-Запад,,0,3,6,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-02T14:29:49.000000Z
49,Валуйки,48,Автомобильный пункт пропуска,Грузо-пассажирский,Двусторонний,"для пересечения государственной границы Российской Федерации гражданами, в том числе в упрощенном порядке, и транспортными средствами Российской Федерации и сопредельного государства, а также для перемещения через государственную границу Российской Федерации грузов, товаров и животных только Российской Федерации и сопредельного государства",True,True,Круглосуточно,50.078024,38.176687,"Белгородская область, Валуйский район, в 2,5 км. восточнее п. Уразово на автодороге «Уразово - Викторополь»",Белгородская область,Центральный,,Демино-Александровка,Северо-Запад,,0,3,6,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-23T14:40:58.000000Z
82,Грайворон,81,Автомобильный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",True,True,Круглосуточно,50.43093,35.591033,"309384, Белгородская область, Грайворонский район, с. Козинка, ул. Республиканская, д.23",Белгородская область,Центральный,Украина,Великая Писаревка,Северо-Запад,,0,3,6,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2026-03-19T13:10:20.000000Z
209,Кызыл,208,Автомобильный пункт пропуска,Грузо-пассажирский,Многосторонний,"для пересечения государственной границы Российской Федерации лицами независимо от их гражданства (подданства), в том числе лицами без гражданства, и транспортными средствами независимо от государственной принадлежности, а также для перемещения через нее грузов, товаров и животных независимо от их государственной принадлежности",False,False,круглосуточно,50.338847,36.28717,"Белгородская область, Белгородский район, 705 км автодороги «Москва – Симферополь», МАПП Нехотеевка",Белгородская область,Центральный,Украина,Гоптовка,Запад,,0,3,2,Белгородский филиал,+7(421)291-00-53,odp-blg@rosgranstroy.ru,"308000, Белгородская область, г. Белгород, ул.Чумичева, д.31А. Контактный телефон:  8(4722) 33−44−54","Директор филиала: первый, третий вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала – начальник отдела по строительству: второй, четвертый вторник каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по эксплуатации и обслуживанию: первая, третья среда каждого месяца с 10−00 до 12−00 часов; Заместитель директора филиала — начальник отдела по административной работе: вторая, четвертая среда каждого месяца с 10−00 до 12−00 часов",belgorodskiy,https://rosgranstroy.ru/api/map_data,high,2025-07-23T13:51:39.000000Z
